ID,Name,Type,Buy,Sell,Weight,Attack,Defense,Slots,Refineable
23883,Bs_Item_M_S_23,Etc,0,0,0.0,0,0,0,Yes
23884,Bs_Item_M_S_24,Etc,0,0,0.0,0,0,0,Yes
23885,Bs_Item_M_S_25,Etc,0,0,0.0,0,0,0,Yes
23886,Bs_Item_M_S_26,Etc,0,0,0.0,0,0,0,Yes
23887,Bs_Item_M_S_30,Etc,0,0,0.0,0,0,0,Yes
23888,Bs_Sha_M_S_3,Etc,0,0,0.0,0,0,0,Yes
23889,Bs_Sha_M_S_4,Etc,0,0,0.0,0,0,0,Yes
23890,Bs_Sha_M_S_12,Etc,0,0,0.0,0,0,0,Yes
23891,Bs_Sha_M_S_14,Etc,0,0,0.0,0,0,0,Yes
23892,Bs_Sha_M_S_24,Etc,0,0,0.0,0,0,0,Yes
23893,Bs_Sha_M_S_25,Etc,0,0,0.0,0,0,0,Yes
23894,Bs_Item_M_S_51,Etc,0,0,0.0,0,0,0,Yes
23897,2018_Jump_Thx_Box,Etc,0,0,0.0,0,0,0,Yes
23898,Comp_Power_Booster,Etc,0,0,0.0,0,0,0,Yes
23899,Comp_Almighty,Etc,0,0,0.0,0,0,0,Yes
23900,Time_Overload_Box,Etc,0,0,0.0,0,0,0,Yes
23901,110LVUP,Etc,0,0,0.0,0,0,0,Yes
23921,Season_Evt_Reward,Etc,0,0,0.0,0,0,0,Yes
23926,Shadow_9_Refine_Hammer,Etc,0,0,0.0,0,0,0,Yes
23962,Malang_Cat_Can2,Etc,0,0,0.0,0,0,0,Yes
23967,EnchantStone_Recipe_9m,Etc,0,0,0.0,0,0,0,Yes
23981,Abyss_Ddbox,Etc,0,0,0.0,0,0,0,Yes
24380,Sentimental_Weapone_S,Etc,0,0,0.0,0,0,0,Yes
24381,Sentimental_Earring_S,Etc,0,0,0.0,0,0,0,Yes
24382,Sentimental_Pendant_S,Etc,0,0,0.0,0,0,0,Yes
24383,Enchanting_Weapone_S,Etc,0,0,0.0,0,0,0,Yes
24384,Enchanting_Earring_S,Etc,0,0,0.0,0,0,0,Yes
24385,Enchanting_Pendant_S,Etc,0,0,0.0,0,0,0,Yes
24386,S_Infinity_Weapon,Etc,0,0,0.0,0,0,0,Yes
24387,Rebeginer_Armor_S,Etc,0,0,0.0,0,0,0,Yes
24388,Rebeginer_Shield_S,Etc,0,0,0.0,0,0,0,Yes
24389,Rebeginer_Shoes_S,Etc,0,0,0.0,0,0,0,Yes
24390,Rebeginer_Weapon_S,Etc,0,0,0.0,0,0,0,Yes
24391,Rebeginer_Earring_S,Etc,0,0,0.0,0,0,0,Yes
24392,Rebeginer_Pendant_S,Etc,0,0,0.0,0,0,0,Yes
24393,S_Physical_Shoes,Etc,0,0,0.0,0,0,0,Yes
24394,S_Physical_Shield,Etc,0,0,0.0,0,0,0,Yes
24395,S_Physical_Armor,Etc,0,0,0.0,0,0,0,Yes
24396,S_Magical_Shoes,Etc,0,0,0.0,0,0,0,Yes
24397,S_Magical_Shield,Etc,0,0,0.0,0,0,0,Yes
24398,S_Magical_Armor,Etc,0,0,0.0,0,0,0,Yes
24399,S_ImmunedAthena_Shield,Etc,0,0,0.0,0,0,0,Yes
24400,S_HardChamption_Shoes,Etc,0,0,0.0,0,0,0,Yes
24401,S_KingbirdAncient_Armor,Etc,0,0,0.0,0,0,0,Yes
24402,S_Rebellion_Armor,Etc,0,0,0.0,0,0,0,Yes
24403,S_Kagerou_Armor,Etc,0,0,0.0,0,0,0,Yes
24404,S_Oboro_Armor,Etc,0,0,0.0,0,0,0,Yes
24405,S_Rebellion_Shoes,Etc,0,0,0.0,0,0,0,Yes
24406,S_Kagerou_Shoes,Etc,0,0,0.0,0,0,0,Yes
24407,S_Oboro_Shoes,Etc,0,0,0.0,0,0,0,Yes
24408,S_DoramPhysical_Armor,Etc,0,0,0.0,0,0,0,Yes
24409,S_DoramPhysical_Shoes,Etc,0,0,0.0,0,0,0,Yes
24410,S_DoramMagical_Armor,Etc,0,0,0.0,0,0,0,Yes
24411,S_DoramMagical_Shoes,Etc,0,0,0.0,0,0,0,Yes
24412,S_Star_Emperor_Armor,Etc,0,0,0.0,0,0,0,Yes
24413,S_Star_Emperor_Shoes,Etc,0,0,0.0,0,0,0,Yes
24414,S_Soul_Reaper_Armor,Etc,0,0,0.0,0,0,0,Yes
24415,S_Soul_Reaper_Shoes,Etc,0,0,0.0,0,0,0,Yes
24416,S_Timeoverload_Weapon,Etc,0,0,0.0,0,0,0,Yes
24417,S_Timeoverload_Armor,Etc,0,0,0.0,0,0,0,Yes
24418,S_Timeoverload_Shield,Etc,0,0,0.0,0,0,0,Yes
24419,S_Timeoverload_Shoes,Etc,0,0,0.0,0,0,0,Yes
24420,S_Timeoverload_Earing,Etc,0,0,0.0,0,0,0,Yes
24421,S_Timeoverload_Pandent,Etc,0,0,0.0,0,0,0,Yes
24423,S_Tempest_Weapon,Etc,0,0,0.0,0,0,0,Yes
24424,S_Tempest_Armor,Etc,0,0,0.0,0,0,0,Yes
24425,S_PerfectSize_Weapon,Etc,0,0,0.0,0,0,0,Yes
24426,S_PerfectSize_Armor,Etc,0,0,0.0,0,0,0,Yes
24427,S_M_Exo_Co_Weapon,Etc,0,0,0.0,0,0,0,Yes
24428,S_M_Viv_Dr_Weapon,Etc,0,0,0.0,0,0,0,Yes
24429,S_M_Sci_Hu_Weapon,Etc,0,0,0.0,0,0,0,Yes
24430,S_M_Fis_In_Weapon,Etc,0,0,0.0,0,0,0,Yes
24431,S_M_Exe_Ho_Weapon,Etc,0,0,0.0,0,0,0,Yes
24432,S_Penetration_Weapon,Etc,0,0,0.0,0,0,0,Yes
24433,S_Penetration_Armor,Etc,0,0,0.0,0,0,0,Yes
24434,S_Exe_Ho_Weapon,Etc,0,0,0.0,0,0,0,Yes
24435,S_Fis_In_Weapon,Etc,0,0,0.0,0,0,0,Yes
24436,S_Sci_Hu_Weapon,Etc,0,0,0.0,0,0,0,Yes
24437,S_Viv_Dr_Weapon,Etc,0,0,0.0,0,0,0,Yes
24438,S_Exo_Co_Weapon,Etc,0,0,0.0,0,0,0,Yes
24439,S_Hasty_Weapon,Etc,0,0,0.0,0,0,0,Yes
24440,S_Sonic_Armor,Etc,0,0,0.0,0,0,0,Yes
24441,S_Sonic_Shield,Etc,0,0,0.0,0,0,0,Yes
24442,S_Sonic_Shoes,Etc,0,0,0.0,0,0,0,Yes
24443,S_Ignition_Weapon,Etc,0,0,0.0,0,0,0,Yes
24444,S_Ignition_Pendant,Etc,0,0,0.0,0,0,0,Yes
24445,S_Ignition_Earing,Etc,0,0,0.0,0,0,0,Yes
24446,S_W_Breath_Armor,Etc,0,0,0.0,0,0,0,Yes
24447,S_W_Breath_Shield,Etc,0,0,0.0,0,0,0,Yes
24448,S_W_Breath_Shoes,Etc,0,0,0.0,0,0,0,Yes
24449,S_F_Breath_Weapon,Etc,0,0,0.0,0,0,0,Yes
24450,S_F_Breath_Pendant,Etc,0,0,0.0,0,0,0,Yes
24451,S_F_Breath_Earing,Etc,0,0,0.0,0,0,0,Yes
24452,S_Cluster_Armor,Etc,0,0,0.0,0,0,0,Yes
24453,S_Cluster_Shield,Etc,0,0,0.0,0,0,0,Yes
24454,S_Cluster_Shoes,Etc,0,0,0.0,0,0,0,Yes
24455,S_Aimed_Weapon,Etc,0,0,0.0,0,0,0,Yes
24456,S_Aimed_Pendant,Etc,0,0,0.0,0,0,0,Yes
24457,S_Aimed_Earing,Etc,0,0,0.0,0,0,0,Yes
24458,S_Arrow_Armor,Etc,0,0,0.0,0,0,0,Yes
24459,S_Arrow_Shield,Etc,0,0,0.0,0,0,0,Yes
24460,S_Arrow_Shoes,Etc,0,0,0.0,0,0,0,Yes
24461,S_Shooting_Weapon,Etc,0,0,0.0,0,0,0,Yes
24462,S_Shooting_Pendant,Etc,0,0,0.0,0,0,0,Yes
24463,S_Shooting_Earing,Etc,0,0,0.0,0,0,0,Yes
24464,S_Tornado_Armor,Etc,0,0,0.0,0,0,0,Yes
24465,S_Tornado_Shield,Etc,0,0,0.0,0,0,0,Yes
24466,S_Tornado_Shoes,Etc,0,0,0.0,0,0,0,Yes
24467,S_Boomerang_Weapon,Etc,0,0,0.0,0,0,0,Yes
24468,S_Boomerang_Pendant,Etc,0,0,0.0,0,0,0,Yes
24469,S_Boomerang_Earing,Etc,0,0,0.0,0,0,0,Yes
24470,S_Vulcan_Armor,Etc,0,0,0.0,0,0,0,Yes
24471,S_Vulcan_Shield,Etc,0,0,0.0,0,0,0,Yes
24472,S_Vulcan_Shoes,Etc,0,0,0.0,0,0,0,Yes
24473,S_Arms_Weapon,Etc,0,0,0.0,0,0,0,Yes
24474,S_Arms_Pendant,Etc,0,0,0.0,0,0,0,Yes
24475,S_Arms_Earing,Etc,0,0,0.0,0,0,0,Yes
24476,S_Rampage_Armor,Etc,0,0,0.0,0,0,0,Yes
24477,S_Rampage_Shield,Etc,0,0,0.0,0,0,0,Yes
24478,S_Rampage_Shoes,Etc,0,0,0.0,0,0,0,Yes
24479,S_Skynetblow_Weapon,Etc,0,0,0.0,0,0,0,Yes
24480,S_Skynetblow_Pendant,Etc,0,0,0.0,0,0,0,Yes
24481,S_Skynetblow_Earing,Etc,0,0,0.0,0,0,0,Yes
24482,S_Knucklearrow_Armor,Etc,0,0,0.0,0,0,0,Yes
24483,S_Knucklearrow_Shield,Etc,0,0,0.0,0,0,0,Yes
24484,S_Knucklearrow_Shoes,Etc,0,0,0.0,0,0,0,Yes
24485,S_TigerCannon_Weapon,Etc,0,0,0.0,0,0,0,Yes
24486,S_Tigercannon_Pendant,Etc,0,0,0.0,0,0,0,Yes
24487,S_Tigercannon_Earing,Etc,0,0,0.0,0,0,0,Yes
24488,S_Duplelight_Armor,Etc,0,0,0.0,0,0,0,Yes
24489,S_Duplelight_Shield,Etc,0,0,0.0,0,0,0,Yes
24490,S_Duplelight_Shoes,Etc,0,0,0.0,0,0,0,Yes
24491,S_Adoramus_Weapon,Etc,0,0,0.0,0,0,0,Yes
24492,S_Adoramus_Pendant,Etc,0,0,0.0,0,0,0,Yes
24493,S_Adoramus_Earing,Etc,0,0,0.0,0,0,0,Yes
24494,S_Judex_Armor,Etc,0,0,0.0,0,0,0,Yes
24495,S_Judex_Shield,Etc,0,0,0.0,0,0,0,Yes
24496,S_Judex_Shoes,Etc,0,0,0.0,0,0,0,Yes
24497,S_Magnus_Weapon,Etc,0,0,0.0,0,0,0,Yes
24498,S_Magnus_Pendant,Etc,0,0,0.0,0,0,0,Yes
24499,S_Magnus_Earing,Etc,0,0,0.0,0,0,0,Yes
24500,S_Rainstorm_Armor,Etc,0,0,0.0,0,0,0,Yes
24501,S_Rainstorm_Shield,Etc,0,0,0.0,0,0,0,Yes
24502,S_Rainstorm_Shoes,Etc,0,0,0.0,0,0,0,Yes
24503,S_Arrowvulcan_Weapon,Etc,0,0,0.0,0,0,0,Yes
24504,S_Arrowvulcan_Pendant,Etc,0,0,0.0,0,0,0,Yes
24505,S_Arrowvulcan_Earing,Etc,0,0,0.0,0,0,0,Yes
24506,S_Metalic_Armor,Etc,0,0,0.0,0,0,0,Yes
24507,S_Metalic_Shield,Etc,0,0,0.0,0,0,0,Yes
24508,S_Metalic_Shoes,Etc,0,0,0.0,0,0,0,Yes
24509,S_Reverberation_Weapon,Etc,0,0,0.0,0,0,0,Yes
24510,S_Reverberation_Pendant,Etc,0,0,0.0,0,0,0,Yes
24511,S_Reverberation_Earing,Etc,0,0,0.0,0,0,0,Yes
24512,S_Jack_Armor,Etc,0,0,0.0,0,0,0,Yes
24513,S_Jack_Shield,Etc,0,0,0.0,0,0,0,Yes
24514,S_Jack_Shoes,Etc,0,0,0.0,0,0,0,Yes
24515,S_Strain_Weapon,Etc,0,0,0.0,0,0,0,Yes
24516,S_Strain_Pendant,Etc,0,0,0.0,0,0,0,Yes
24517,S_Strain_Earing,Etc,0,0,0.0,0,0,0,Yes
24518,S_Crimson_Armor,Etc,0,0,0.0,0,0,0,Yes
24519,S_Crimson_Shield,Etc,0,0,0.0,0,0,0,Yes
24520,S_Crimson_Shoes,Etc,0,0,0.0,0,0,0,Yes
24521,S_Chain_Weapon,Etc,0,0,0.0,0,0,0,Yes
24522,S_Chain_Pendant,Etc,0,0,0.0,0,0,0,Yes
24523,S_Chain_Earing,Etc,0,0,0.0,0,0,0,Yes
24524,S_Triangle_Armor,Etc,0,0,0.0,0,0,0,Yes
24525,S_Triangle_Shield,Etc,0,0,0.0,0,0,0,Yes
24526,S_Triangle_Shoes,Etc,0,0,0.0,0,0,0,Yes
24527,S_Shadowspell_Weapon,Etc,0,0,0.0,0,0,0,Yes
24528,S_Shadowspell_Pendant,Etc,0,0,0.0,0,0,0,Yes
24529,S_Shadowspell_Earing,Etc,0,0,0.0,0,0,0,Yes
24530,S_Menace_Armor,Etc,0,0,0.0,0,0,0,Yes
24531,S_Menace_Shield,Etc,0,0,0.0,0,0,0,Yes
24532,S_Menace_Shoes,Etc,0,0,0.0,0,0,0,Yes
24533,S_Paint_Weapon,Etc,0,0,0.0,0,0,0,Yes
24534,S_Paint_Pendant,Etc,0,0,0.0,0,0,0,Yes
24535,S_Paint_Earing,Etc,0,0,0.0,0,0,0,Yes
24536,S_Rolling_Armor,Etc,0,0,0.0,0,0,0,Yes
24537,S_Rolling_Shield,Etc,0,0,0.0,0,0,0,Yes
24538,S_Rolling_Shoes,Etc,0,0,0.0,0,0,0,Yes
24539,S_Katar_Weapon,Etc,0,0,0.0,0,0,0,Yes
24540,S_Katar_Pendant,Etc,0,0,0.0,0,0,0,Yes
24541,S_Katar_Earing,Etc,0,0,0.0,0,0,0,Yes
24542,S_Slash_Armor,Etc,0,0,0.0,0,0,0,Yes
24543,S_Slash_Shield,Etc,0,0,0.0,0,0,0,Yes
24544,S_Slash_Shoes,Etc,0,0,0.0,0,0,0,Yes
24545,S_Ripper_Weapon,Etc,0,0,0.0,0,0,0,Yes
24546,S_Ripper_Pendant,Etc,0,0,0.0,0,0,0,Yes
24547,S_Ripper_Earing,Etc,0,0,0.0,0,0,0,Yes
24548,S_Dust_Armor,Etc,0,0,0.0,0,0,0,Yes
24549,S_Dust_Shield,Etc,0,0,0.0,0,0,0,Yes
24550,S_Dust_Shoes,Etc,0,0,0.0,0,0,0,Yes
24551,S_Grave_Weapon,Etc,0,0,0.0,0,0,0,Yes
24552,S_Grave_Pendant,Etc,0,0,0.0,0,0,0,Yes
24553,S_Grave_Earing,Etc,0,0,0.0,0,0,0,Yes
24554,S_Psychic_Armor,Etc,0,0,0.0,0,0,0,Yes
24555,S_Psychic_Shield,Etc,0,0,0.0,0,0,0,Yes
24556,S_Psychic_Shoes,Etc,0,0,0.0,0,0,0,Yes
24557,S_Varetyr_Weapon,Etc,0,0,0.0,0,0,0,Yes
24558,S_Varetyr_Pendant,Etc,0,0,0.0,0,0,0,Yes
24559,S_Varetyr_Earing,Etc,0,0,0.0,0,0,0,Yes
24560,S_Cart_Tornado_Armor,Etc,0,0,0.0,0,0,0,Yes
24561,S_Cart_Tornado_Shield,Etc,0,0,0.0,0,0,0,Yes
24562,S_Cart_Tornado_Shoes,Etc,0,0,0.0,0,0,0,Yes
24563,S_Cannon_Cart_Weapon,Etc,0,0,0.0,0,0,0,Yes
24564,S_Cannon_Cart_Pendant,Etc,0,0,0.0,0,0,0,Yes
24565,S_Cannon_Cart_Earing,Etc,0,0,0.0,0,0,0,Yes
24566,S_Spore_Bomb_Armor,Etc,0,0,0.0,0,0,0,Yes
24567,S_Spore_Bomb_Shield,Etc,0,0,0.0,0,0,0,Yes
24568,S_Spore_Bomb_Shoes,Etc,0,0,0.0,0,0,0,Yes
24569,S_Crazy_Weapon,Etc,0,0,0.0,0,0,0,Yes
24570,S_Crazy_Pendant,Etc,0,0,0.0,0,0,0,Yes
24571,S_Crazy_Earing,Etc,0,0,0.0,0,0,0,Yes
24572,S_Brand_Armor,Etc,0,0,0.0,0,0,0,Yes
24573,S_Brand_Shield,Etc,0,0,0.0,0,0,0,Yes
24574,S_Brand_Shoes,Etc,0,0,0.0,0,0,0,Yes
24575,S_Chain_Press_Weapon,Etc,0,0,0.0,0,0,0,Yes
24576,S_Chain_Press_Pendant,Etc,0,0,0.0,0,0,0,Yes
24577,S_Chain_Press_Earing,Etc,0,0,0.0,0,0,0,Yes
24578,S_Banish_Cannon_Armor,Etc,0,0,0.0,0,0,0,Yes
24579,S_Banish_Cannon_Shield,Etc,0,0,0.0,0,0,0,Yes
24580,S_Banish_Cannon_Shoes,Etc,0,0,0.0,0,0,0,Yes
24581,S_Genesis_Weapon,Etc,0,0,0.0,0,0,0,Yes
24582,S_Genesis_Pendant,Etc,0,0,0.0,0,0,0,Yes
24583,S_Genesis_Earing,Etc,0,0,0.0,0,0,0,Yes
25001,Skelion Bone Fragment,Etc,20,10,1.0,0,0,0,Yes
25002,Scatelon Crate,Cash Shop Reward,20,10,10.0,0,0,0,Yes
25130,Sinister Energy Particle,Etc,0,0,1.0,0,0,0,Yes
25187,Slug Bullet,Etc,"1,200",600,120.0,0,0,0,Yes
25231,Suspicious Bottle,Etc,"4,000","2,000",1.0,0,0,0,Yes
25233,Cotton Tufts,Etc,"2,500","1,250",1.0,0,0,0,Yes
25258,BrokenArrow,Etc,0,0,0.0,0,0,0,Yes
25265,Shining_Spore,Etc,0,0,0.0,0,0,0,Yes
25266,Dried_Leaf_Of_Ygg,Etc,0,0,0.0,0,0,0,Yes
25271,IllusionStone,Etc,0,0,0.0,0,0,0,Yes
25290,Sweets_Coin,Etc,0,0,0.0,0,0,0,Yes
25294,Clover_Ticket,Etc,0,0,0.0,0,0,0,Yes
25295,Happiness_Clover,Etc,0,0,0.0,0,0,0,Yes
25340,Golden_Corn,Etc,0,0,0.0,0,0,0,Yes
25375,Mightysoul_Essence,Etc,0,0,0.0,0,0,0,Yes
25377,Luxurious Pet Food,Etc,"5,000","2,500",0.1,0,0,0,Yes
25390,Captured_Savage,Etc,0,0,0.0,0,0,0,Yes
25391,Goodly_Bough,Etc,0,0,0.0,0,0,0,Yes
25392,Free_Pass_Ticket,Etc,0,0,0.0,0,0,0,Yes
25393,Delicious_Corn,Etc,0,0,0.0,0,0,0,Yes
25394,Fruit_Lunch,Etc,0,0,0.0,0,0,0,Yes
25395,Small_Embers,Etc,0,0,0.0,0,0,0,Yes
25401,Black_Fur,Etc,0,0,0.0,0,0,0,Yes
25408,Scatleton Memory,Etc,0,0,0.0,0,0,0,Yes
25409,SuraStone_Top,Etc,0,0,0.0,0,0,0,Yes
25410,SuraStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25411,SuraStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25412,SuraStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25413,RangerStone_Top,Etc,0,0,0.0,0,0,0,Yes
25414,RangerStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25415,RangerStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25416,RangerStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25417,SorcererStone_Top,Etc,0,0,0.0,0,0,0,Yes
25418,SorcererStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25419,SorcererStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25420,SorcererStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25421,Pumpkin_Decor,Etc,0,0,0.0,0,0,0,Yes
25422,White_Thin_Stem,Etc,0,0,0.0,0,0,0,Yes
25425,SnowFlower_Of_Spell,Etc,0,0,0.0,0,0,0,Yes
25426,Warm_Cotton,Etc,0,0,0.0,0,0,0,Yes
25427,Rebeginer_W_Coupon,Etc,0,0,0.0,0,0,0,Yes
25428,Rebeginer_W_7Up,Etc,0,0,0.0,0,0,0,Yes
25445,RuneknightStone_Top,Etc,0,0,0.0,0,0,0,Yes
25446,RuneknightStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25447,RuneknightStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25448,RuneknightStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25449,GeneticStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25450,GeneticStone_Top,Etc,0,0,0.0,0,0,0,Yes
25451,GeneticStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25452,GeneticStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25453,WarlockStone_Top,Etc,0,0,0.0,0,0,0,Yes
25454,WarlockStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25455,WarlockStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25456,WarlockStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25464,World_Tour_Ticket,Etc,0,0,0.0,0,0,0,Yes
25479,Dogly_Bottle,Etc,0,0,0.0,0,0,0,Yes
25490,ShadowchaserStone_Top,Etc,0,0,0.0,0,0,0,Yes
25491,ShadowchaseStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25492,ShadowchaseStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25493,ShadowchaserStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25494,MechanicStone_Top,Etc,0,0,0.0,0,0,0,Yes
25495,MechanicStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25496,MechanicStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25497,MechanicStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25498,WanderMinstrelStone_Top,Etc,0,0,0.0,0,0,0,Yes
25499,WanderMinstStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25500,WanderMinstStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25501,WanderMinstreStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25504,Visionary_Ticket,Etc,0,0,0.0,0,0,0,Yes
25508,Token_of_OrcGeneral,Etc,0,0,0.0,0,0,0,Yes
25511,Evt_March04_KR,Etc,0,0,0.0,0,0,0,Yes
25512,Evt_March05_KR,Etc,0,0,0.0,0,0,0,Yes
25616,Green_Bearopy,Etc,0,0,0.0,0,0,0,Yes
25622,White_Snake_Tear,Etc,0,0,0.0,0,0,0,Yes
25627,Gold_Card,Etc,0,0,0.0,0,0,0,Yes
25629,Konts_Letter,Etc,0,0,0.0,0,0,0,Yes
25633,Token_Of_Wootan,Etc,0,0,0.0,0,0,0,Yes
25634,Wootan_D_S_Piece,Etc,0,0,0.0,0,0,0,Yes
25638,Token_Of_Bigstone,Etc,0,0,0.0,0,0,0,Yes
25639,Fragment_Of_Rock,Etc,0,0,0.0,0,0,0,Yes
25643,Autographed_Book,Etc,0,0,0.0,0,0,0,Yes
25655,Dalcom_Coin,Etc,0,0,0.0,0,0,0,Yes
25656,Stamp_Note,Etc,0,0,0.0,0,0,0,Yes
25657,Evt_July01_KR,Etc,0,0,0.0,0,0,0,Yes
25658,Evt_July02_KR,Etc,0,0,0.0,0,0,0,Yes
25659,Evt_May02_KR,Etc,0,0,0.0,0,0,0,Yes
25664,Evt_July03_KR,Etc,0,0,0.0,0,0,0,Yes
25665,Dienes_Envelope,Etc,0,0,0.0,0,0,0,Yes
25666,Id_Card,Etc,0,0,0.0,0,0,0,Yes
25668,Broken_Weapon,Etc,0,0,0.0,0,0,0,Yes
25669,Unknown_Parts,Etc,0,0,0.0,0,0,0,Yes
25706,HighpriestStone_Top,Etc,0,0,0.0,0,0,0,Yes
25707,HighpriestStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25708,HighpriestStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25709,ArchbishopStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25710,PaladinStone_Top,Etc,0,0,0.0,0,0,0,Yes
25711,PaladinStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25712,PaladinStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25713,RoyalguardStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25714,AssacrossStone_Top,Etc,0,0,0.0,0,0,0,Yes
25715,AssacrossStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25716,AssacrossStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25717,GuillcrossStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25723,Cor_Core,Etc,0,0,0.0,0,0,0,Yes
25728,Shadowdecon_Ore,Etc,0,0,0.0,0,0,0,Yes
25729,Shadowdecon,Etc,0,0,0.0,0,0,0,Yes
25730,Zelunium_Ore,Etc,0,0,0.0,0,0,0,Yes
25731,Zelunium,Etc,0,0,0.0,0,0,0,Yes
25734,Sealed_Weapon_Ticket,Etc,0,0,0.0,0,0,0,Yes
25735,Unsealing_Token,Etc,0,0,0.0,0,0,0,Yes
25739,GH_Cursed_Crystal,Etc,0,0,0.0,0,0,0,Yes
25740,GH_Cursed_Gemstone,Etc,0,0,0.0,0,0,0,Yes
25793,Inventory_Extension_Coupon,Etc,0,0,0.0,0,0,0,Yes
25797,SuraStone_Robe2,Etc,0,0,0.0,0,0,0,Yes
25798,SuraStone_Bottom2,Etc,0,0,0.0,0,0,0,Yes
25799,SuraStone_Middle2,Etc,0,0,0.0,0,0,0,Yes
25800,SuraStone_Top2,Etc,0,0,0.0,0,0,0,Yes
25801,SorcererStone_Robe2,Etc,0,0,0.0,0,0,0,Yes
25802,SorcererStone_Bottom2,Etc,0,0,0.0,0,0,0,Yes
25803,SorcererStone_Middle2,Etc,0,0,0.0,0,0,0,Yes
25804,SorcererStone_Top2,Etc,0,0,0.0,0,0,0,Yes
25805,ShadowchaserStone_Robe2,Etc,0,0,0.0,0,0,0,Yes
25806,ShadowchasStone_Bottom2,Etc,0,0,0.0,0,0,0,Yes
25807,ShadowchasStone_Middle2,Etc,0,0,0.0,0,0,0,Yes
25808,ShadowchaserStone_Top2,Etc,0,0,0.0,0,0,0,Yes
25815,Ein_SOLIDDUST,Etc,0,0,0.0,0,0,0,Yes
25816,Ein_RUSTHELM,Etc,0,0,0.0,0,0,0,Yes
25817,Ein_EYEROCK,Etc,0,0,0.0,0,0,0,Yes
25842,SoulreaperStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25843,SoullinkerStone_Top,Etc,0,0,0.0,0,0,0,Yes
25844,SoullinkerStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25845,SoullinkerStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25846,GladiatorStone_Top,Etc,0,0,0.0,0,0,0,Yes
25847,GladiatorStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25848,GladiatorStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25849,StaremperorStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25850,NinjaStone_Top,Etc,0,0,0.0,0,0,0,Yes
25851,NinjaStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25852,NinjaStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25853,KagerouStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25854,OboroStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25855,GunslingerStone_Top,Etc,0,0,0.0,0,0,0,Yes
25856,GunslingerStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25857,GunslingerStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25858,RebellionStone_Robe,Etc,0,0,0.0,0,0,0,Yes
25859,DoramStone_Top,Etc,0,0,0.0,0,0,0,Yes
25860,DoramStone_Middle,Etc,0,0,0.0,0,0,0,Yes
25861,DoramStone_Bottom,Etc,0,0,0.0,0,0,0,Yes
25862,DoramStone_Robe,Etc,0,0,0.0,0,0,0,Yes
26007,Spectral_Spear_IL,Etc,0,0,0.0,0,0,0,Yes
26015,Rebeginer_LG_Lance,Etc,0,0,0.0,0,0,0,Yes
26109,Staff_Of_Bordeaux_IL,Etc,0,0,0.0,0,0,0,Yes
